dataset_type,accuracy,precision,recall,f1-score,dataset,classifier,generator
synthetic_comb,0.5610599078341014,0.628099173553719,0.23348694316436253,0.3404255319148936,WISDM_None,Random Forest,cond_diffusion_unet1d_synth
mixed_comb,0.8467741935483871,0.6921086675291074,0.8218125960061444,0.7514044943820225,WISDM_None,Random Forest,cond_diffusion_unet1d_synth
synthetic_comb,0.521505376344086,0.6491228070175439,0.17050691244239632,0.27007299270072993,WISDM_None,SVM,cond_diffusion_unet1d_synth
mixed_comb,0.7104454685099847,0.3,0.004608294930875576,0.009077155824508321,WISDM_None,SVM,cond_diffusion_unet1d_synth
real,0.8513824884792627,0.6722488038277512,0.8632872503840245,0.7558843308675185,WISDM_None,Random Forest,timeganpt_synth
synthetic,0.29339477726574503,0.3667711598746082,0.5391705069124424,0.43656716417910446,WISDM_None,Random Forest,timeganpt_synth
mixed,0.8529185867895546,0.6782296650717703,0.8709677419354839,0.7626092804303968,WISDM_None,Random Forest,timeganpt_synth
real,0.7461597542242704,0.48484848484848486,0.02457757296466974,0.04678362573099415,WISDM_None,SVM,timeganpt_synth
synthetic,0.4592933947772657,0.4526699029126214,0.5729646697388633,0.5057627118644068,WISDM_None,SVM,timeganpt_synth
mixed,0.5733486943164362,0.45885286783042395,0.565284178187404,0.5065381968341363,WISDM_None,SVM,timeganpt_synth
synthetic_comb,0.20084485407066052,0.47087857847976305,0.7327188940092166,0.5733173076923077,WISDM_None,Random Forest,timeganpt_synth
mixed_comb,0.8540706605222734,0.6729191090269636,0.8817204301075269,0.7632978723404256,WISDM_None,Random Forest,timeganpt_synth
synthetic_comb,0.1728110599078341,0.45689655172413796,0.6513056835637481,0.5370487650411653,WISDM_None,SVM,timeganpt_synth
mixed_comb,0.5622119815668203,0.48419150858175247,0.8233486943164362,0.6097838452787259,WISDM_None,SVM,timeganpt_synth
real,0.8540706605222734,0.6771463119709794,0.8602150537634409,0.7577807848443843,WISDM_None,Random Forest,Doppelgangerger_synth
synthetic,0.173963133640553,0.0,0.0,0.0,WISDM_None,Random Forest,Doppelgangerger_synth
mixed,0.8536866359447005,0.6754491017964072,0.8663594470046083,0.7590847913862718,WISDM_None,Random Forest,Doppelgangerger_synth
real,0.7461597542242704,0.48484848484848486,0.02457757296466974,0.04678362573099415,WISDM_None,SVM,Doppelgangerger_synth
synthetic,0.2576804915514593,0.0,0.0,0.0,WISDM_None,SVM,Doppelgangerger_synth
mixed,0.7442396313364056,0.25,0.0015360983102918587,0.0030534351145038168,WISDM_None,SVM,Doppelgangerger_synth
synthetic_comb,0.3099078341013825,0.0,0.0,0.0,WISDM_None,Random Forest,Doppelgangerger_synth
mixed_comb,0.8563748079877113,0.684596577017115,0.8602150537634409,0.762423417290674,WISDM_None,Random Forest,Doppelgangerger_synth
synthetic_comb,0.00038402457757296467,0.0,0.0,0.0,WISDM_None,SVM,Doppelgangerger_synth
mixed_comb,0.7446236559139785,0.0,0.0,0.0,WISDM_None,SVM,Doppelgangerger_synth
real,0.859062980030722,0.6845878136200717,0.880184331797235,0.7701612903225806,WISDM_None,Random Forest,uncond_diffusion_unet1d_synth
synthetic,0.6597542242703534,0.7044444444444444,0.4869431643625192,0.5758401453224341,WISDM_None,Random Forest,uncond_diffusion_unet1d_synth
mixed,0.8494623655913979,0.6810551558752997,0.8725038402457758,0.764983164983165,WISDM_None,Random Forest,uncond_diffusion_unet1d_synth
real,0.7461597542242704,0.48484848484848486,0.02457757296466974,0.04678362573099415,WISDM_None,SVM,uncond_diffusion_unet1d_synth
synthetic,0.5568356374807988,0.4964221824686941,0.8525345622119815,0.6274731486715659,WISDM_None,SVM,uncond_diffusion_unet1d_synth
mixed,0.728494623655914,0.47804878048780486,0.7526881720430108,0.5847255369928401,WISDM_None,SVM,uncond_diffusion_unet1d_synth
synthetic_comb,0.6862519201228878,0.5954198473282443,0.23963133640552994,0.3417305585980285,WISDM_None,Random Forest,uncond_diffusion_unet1d_synth
mixed_comb,0.8544546850998463,0.6716937354988399,0.8894009216589862,0.7653668208856577,WISDM_None,Random Forest,uncond_diffusion_unet1d_synth
synthetic_comb,0.5476190476190477,0.5011914217633042,0.9692780337941628,0.6607329842931937,WISDM_None,SVM,uncond_diffusion_unet1d_synth
mixed_comb,0.7423195084485407,0.7222222222222222,0.019969278033794162,0.03886397608370702,WISDM_None,SVM,uncond_diffusion_unet1d_synth
real,0.7986111111111112,0.7916666666666666,0.7916666666666666,0.7916666666666666,KuHar_None,Random Forest,cond_diffusion_unet1d_synth
synthetic,0.5625,0.7727272727272727,0.7083333333333334,0.7391304347826086,KuHar_None,Random Forest,cond_diffusion_unet1d_synth
mixed,0.6805555555555556,0.8,0.8333333333333334,0.8163265306122449,KuHar_None,Random Forest,cond_diffusion_unet1d_synth
real,0.6111111111111112,0.45454545454545453,0.4166666666666667,0.43478260869565216,KuHar_None,SVM,cond_diffusion_unet1d_synth
synthetic,0.3680555555555556,0.5454545454545454,0.5,0.5217391304347826,KuHar_None,SVM,cond_diffusion_unet1d_synth
mixed,0.5,0.5217391304347826,0.5,0.5106382978723404,KuHar_None,SVM,cond_diffusion_unet1d_synth
synthetic_comb,0.5347222222222222,0.0,0.0,0.0,KuHar_None,Random Forest,cond_diffusion_unet1d_synth
mixed_comb,0.6875,0.9090909090909091,0.8333333333333334,0.8695652173913043,KuHar_None,Random Forest,cond_diffusion_unet1d_synth
synthetic_comb,0.4375,0.0,0.0,0.0,KuHar_None,SVM,cond_diffusion_unet1d_synth
mixed_comb,0.4861111111111111,0.0,0.0,0.0,KuHar_None,SVM,cond_diffusion_unet1d_synth
real,0.7986111111111112,0.7916666666666666,0.7916666666666666,0.7916666666666666,KuHar_None,Random Forest,timeganpt_synth
synthetic,0.2916666666666667,0.0,0.0,0.0,KuHar_None,Random Forest,timeganpt_synth
mixed,0.6666666666666666,0.8260869565217391,0.7916666666666666,0.8085106382978723,KuHar_None,Random Forest,timeganpt_synth
real,0.6111111111111112,0.45454545454545453,0.4166666666666667,0.43478260869565216,KuHar_None,SVM,timeganpt_synth
synthetic,0.4861111111111111,0.4666666666666667,0.5833333333333334,0.5185185185185185,KuHar_None,SVM,timeganpt_synth
mixed,0.6180555555555556,0.5,0.041666666666666664,0.07692307692307693,KuHar_None,SVM,timeganpt_synth
synthetic_comb,0.3055555555555556,0.5,1.0,0.6666666666666666,KuHar_None,Random Forest,timeganpt_synth
mixed_comb,0.8402777777777778,0.8695652173913043,0.8333333333333334,0.851063829787234,KuHar_None,Random Forest,timeganpt_synth
synthetic_comb,0.3541666666666667,0.5483870967741935,0.7083333333333334,0.6181818181818182,KuHar_None,SVM,timeganpt_synth
mixed_comb,0.3541666666666667,0.5483870967741935,0.7083333333333334,0.6181818181818182,KuHar_None,SVM,timeganpt_synth
real,0.8263888888888888,0.8636363636363636,0.7916666666666666,0.8260869565217391,KuHar_None,Random Forest,Doppelgangerger_synth
synthetic,0.1388888888888889,0.0,0.0,0.0,KuHar_None,Random Forest,Doppelgangerger_synth
mixed,0.8402777777777778,0.8695652173913043,0.8333333333333334,0.851063829787234,KuHar_None,Random Forest,Doppelgangerger_synth
real,0.6111111111111112,0.45454545454545453,0.4166666666666667,0.43478260869565216,KuHar_None,SVM,Doppelgangerger_synth
synthetic,0.16666666666666666,0.0,0.0,0.0,KuHar_None,SVM,Doppelgangerger_synth
mixed,0.6041666666666666,0.0,0.0,0.0,KuHar_None,SVM,Doppelgangerger_synth
synthetic_comb,0.22916666666666666,0.0,0.0,0.0,KuHar_None,Random Forest,Doppelgangerger_synth
mixed_comb,0.8194444444444444,0.8260869565217391,0.7916666666666666,0.8085106382978723,KuHar_None,Random Forest,Doppelgangerger_synth
synthetic_comb,0.16666666666666666,0.0,0.0,0.0,KuHar_None,SVM,Doppelgangerger_synth
mixed_comb,0.6527777777777778,0.0,0.0,0.0,KuHar_None,SVM,Doppelgangerger_synth
real,0.8263888888888888,0.8260869565217391,0.7916666666666666,0.8085106382978723,KuHar_None,Random Forest,uncond_diffusion_unet1d_synth
synthetic,0.5486111111111112,0.8,0.6666666666666666,0.7272727272727273,KuHar_None,Random Forest,uncond_diffusion_unet1d_synth
mixed,0.6597222222222222,0.8,0.8333333333333334,0.8163265306122449,KuHar_None,Random Forest,uncond_diffusion_unet1d_synth
real,0.6111111111111112,0.45454545454545453,0.4166666666666667,0.43478260869565216,KuHar_None,SVM,uncond_diffusion_unet1d_synth
synthetic,0.3958333333333333,0.5909090909090909,0.5416666666666666,0.5652173913043478,KuHar_None,SVM,uncond_diffusion_unet1d_synth
mixed,0.5069444444444444,0.4878048780487805,0.8333333333333334,0.6153846153846154,KuHar_None,SVM,uncond_diffusion_unet1d_synth
synthetic_comb,0.4444444444444444,0.0,0.0,0.0,KuHar_None,Random Forest,uncond_diffusion_unet1d_synth
mixed_comb,0.6458333333333334,0.8947368421052632,0.7083333333333334,0.7906976744186046,KuHar_None,Random Forest,uncond_diffusion_unet1d_synth
synthetic_comb,0.4652777777777778,0.5,1.0,0.6666666666666666,KuHar_None,SVM,uncond_diffusion_unet1d_synth
mixed_comb,0.5347222222222222,0.5,1.0,0.6666666666666666,KuHar_None,SVM,uncond_diffusion_unet1d_synth
